Word,Rank,Frequency,Pr(%),r*Pr
debate,835,98,0.0%,0.122146
pool,836,98,0.0%,0.122292
towards,837,98,0.0%,0.122439
dogs,838,98,0.0%,0.122585
irrigation,839,98,0.0%,0.122731
didn,840,98,0.0%,0.122877
quarantine,841,98,0.0%,0.123024
authorities,842,98,0.0%,0.123170
mass,843,97,0.0%,0.122058
domestic,844,97,0.0%,0.122203
house,845,97,0.0%,0.122348
build,846,97,0.0%,0.122492
massive,847,97,0.0%,0.122637
calls,848,97,0.0%,0.122782
step,849,97,0.0%,0.122927
drugs,850,97,0.0%,0.123071
ancient,851,96,0.0%,0.121946
share,852,96,0.0%,0.122089
farming,853,96,0.0%,0.122233
investment,854,96,0.0%,0.122376
course,855,96,0.0%,0.122519
either,856,96,0.0%,0.122662
american,857,95,0.0%,0.121527
concern,858,95,0.0%,0.121668
onto,859,95,0.0%,0.121810
annual,860,95,0.0%,0.121952
cases,861,95,0.0%,0.122094
exploration,862,95,0.0%,0.122236
track,863,95,0.0%,0.122377
believed,864,95,0.0%,0.122519
behind,865,95,0.0%,0.122661
expect,866,95,0.0%,0.122803
pretty,867,94,0.0%,0.121650
tell,868,94,0.0%,0.121791
emissions,869,94,0.0%,0.121931
museum,870,94,0.0%,0.122071
sites,871,94,0.0%,0.122212
campaign,872,94,0.0%,0.122352
stage,873,94,0.0%,0.122492
policy,874,94,0.0%,0.122633
extra,875,94,0.0%,0.122773
assistance,876,93,0.0%,0.121606
especially,877,93,0.0%,0.121744
image,878,93,0.0%,0.121883
commission,879,93,0.0%,0.122022
immune,880,93,0.0%,0.122161
rock,881,93,0.0%,0.122300
confirmed,882,93,0.0%,0.122439
greenhouse,883,93,0.0%,0.122577
hundreds,884,93,0.0%,0.122716
bad,885,92,0.0%,0.121534
weekend,886,92,0.0%,0.121671
specific,887,92,0.0%,0.121809
fight,888,92,0.0%,0.121946
canola,889,92,0.0%,0.122083
legal,890,92,0.0%,0.122221
larger,891,92,0.0%,0.122358
students,892,92,0.0%,0.122495
chemicals,893,92,0.0%,0.122633
temperature,894,92,0.0%,0.122770
music,895,92,0.0%,0.122907
agency,896,91,0.0%,0.121707
particles,897,91,0.0%,0.121843
speed,898,91,0.0%,0.121979
ban,899,91,0.0%,0.122115
situation,900,91,0.0%,0.122250
search,901,91,0.0%,0.122386
looked,902,91,0.0%,0.122522
eggs,903,91,0.0%,0.122658
create,904,90,0.0%,0.121444
organisation,905,90,0.0%,0.121579
africa,906,90,0.0%,0.121713
hot,907,90,0.0%,0.121847
appear,908,90,0.0%,0.121982
causing,909,90,0.0%,0.122116
fossil,910,90,0.0%,0.122250
started,911,90,0.0%,0.122385
sense,912,89,0.0%,0.121158
century,913,89,0.0%,0.121291
built,914,89,0.0%,0.121424
giant,915,89,0.0%,0.121556
diseases,916,89,0.0%,0.121689
california,917,89,0.0%,0.121822
works,918,89,0.0%,0.121955
govt,919,89,0.0%,0.122088
calling,920,89,0.0%,0.122221
someone,921,89,0.0%,0.122353
heart,922,89,0.0%,0.122486
peak,923,88,0.0%,0.121241
milk,924,88,0.0%,0.121373
model,925,88,0.0%,0.121504
man,926,88,0.0%,0.121635
considered,927,88,0.0%,0.121767
relatively,928,88,0.0%,0.121898
types,929,88,0.0%,0.122030
benefit,930,88,0.0%,0.122161
ones,931,88,0.0%,0.122292
mission,932,88,0.0%,0.122424
managing,933,88,0.0%,0.122555
forward,934,88,0.0%,0.122686
play,935,88,0.0%,0.122818
shortage,936,87,0.0%,0.121552
trial,937,87,0.0%,0.121682
job,938,87,0.0%,0.121812
adelaide,939,87,0.0%,0.121941
identified,940,87,0.0%,0.122071
understanding,941,87,0.0%,0.122201
went,942,87,0.0%,0.122331
helped,943,87,0.0%,0.122461
appears,944,87,0.0%,0.122591
night,945,87,0.0%,0.122721
uranium,946,87,0.0%,0.122851
showed,947,87,0.0%,0.122980
males,948,87,0.0%,0.123110
position,949,86,0.0%,0.121824
evolution,950,86,0.0%,0.121952
tropical,951,86,0.0%,0.122080
consumers,952,86,0.0%,0.122209
talks,953,86,0.0%,0.122337
law,954,86,0.0%,0.122465
andrew,955,86,0.0%,0.122594
held,956,86,0.0%,0.122722
poor,957,86,0.0%,0.122851
tonne,958,86,0.0%,0.122979
darwin,959,85,0.0%,0.121676
kind,960,85,0.0%,0.121803
authority,961,85,0.0%,0.121930
wild,962,85,0.0%,0.122056
asia,963,85,0.0%,0.122183
worth,964,85,0.0%,0.122310
paid,965,85,0.0%,0.122437
independent,966,85,0.0%,0.122564
explain,967,85,0.0%,0.122691
below,968,85,0.0%,0.122818
causes,969,85,0.0%,0.122945
skin,970,85,0.0%,0.123071
takes,971,84,0.0%,0.121749
japanese,972,84,0.0%,0.121874
cold,973,84,0.0%,0.122000
died,974,84,0.0%,0.122125
mice,975,84,0.0%,0.122250
eight,976,84,0.0%,0.122376
usually,977,84,0.0%,0.122501
seems,978,84,0.0%,0.122627
selling,979,83,0.0%,0.121291
question,980,83,0.0%,0.121415
special,981,83,0.0%,0.121538
potentially,982,83,0.0%,0.121662
individual,983,83,0.0%,0.121786
goes,984,83,0.0%,0.121910
limited,985,83,0.0%,0.122034
worried,986,83,0.0%,0.122158
security,987,83,0.0%,0.122282
linked,988,83,0.0%,0.122406
infrastructure,989,83,0.0%,0.122530
view,990,83,0.0%,0.122654
soon,991,83,0.0%,0.122777
protein,992,83,0.0%,0.122901
tested,993,83,0.0%,0.123025
korea,994,83,0.0%,0.123149
cotton,995,82,0.0%,0.121788
flow,996,82,0.0%,0.121910
forced,997,82,0.0%,0.122033
places,998,82,0.0%,0.122155
whose,999,82,0.0%,0.122277
ensure,1000,82,0.0%,0.122400
moving,1001,82,0.0%,0.122522
nff,1002,82,0.0%,0.122645
network,1003,82,0.0%,0.122767
medicine,1004,82,0.0%,0.122889
eye,1005,82,0.0%,0.123012
flu,1006,82,0.0%,0.123134
me,1007,82,0.0%,0.123257
foods,1008,81,0.0%,0.121874
severe,1009,81,0.0%,0.121995
property,1010,81,0.0%,0.122116
projects,1011,81,0.0%,0.122237
threat,1012,81,0.0%,0.122358
link,1013,81,0.0%,0.122479
sound,1014,81,0.0%,0.122600
simply,1015,81,0.0%,0.122721
talking,1016,81,0.0%,0.122842
existing,1017,81,0.0%,0.122962
looks,1018,81,0.0%,0.123083
increasing,1019,81,0.0%,0.123204
ahead,1020,81,0.0%,0.123325
samples,1021,80,0.0%,0.121922
overseas,1022,80,0.0%,0.122042
millions,1023,80,0.0%,0.122161
leading,1024,80,0.0%,0.122280
warming,1025,80,0.0%,0.122400
summer,1026,80,0.0%,0.122519
structure,1027,80,0.0%,0.122639
experience,1028,80,0.0%,0.122758
eat,1029,80,0.0%,0.122877
events,1030,80,0.0%,0.122997
serious,1031,80,0.0%,0.123116
hiv,1032,80,0.0%,0.123236
dollar,1033,80,0.0%,0.123355
aboriginal,1034,80,0.0%,0.123474
traditional,1035,80,0.0%,0.123594
budget,1036,79,0.0%,0.122167
responsible,1037,79,0.0%,0.122285
clinical,1038,79,0.0%,0.122403
nation,1039,79,0.0%,0.122521
fly,1040,79,0.0%,0.122639
rising,1041,79,0.0%,0.122757
prevent,1042,79,0.0%,0.122874
perhaps,1043,79,0.0%,0.122992
figures,1044,79,0.0%,0.123110
highly,1045,79,0.0%,0.123228
iron,1046,79,0.0%,0.123346
commodity,1047,79,0.0%,0.123464
ball,1048,79,0.0%,0.123582
greater,1049,79,0.0%,0.123700
trials,1050,79,0.0%,0.123818
grown,1051,78,0.0%,0.122367
falling,1052,78,0.0%,0.122483
launched,1053,78,0.0%,0.122600
biological,1054,78,0.0%,0.122716
exporter,1055,78,0.0%,0.122833
claim,1056,78,0.0%,0.122949
analyst,1057,78,0.0%,0.123065
spent,1058,78,0.0%,0.123182
bodies,1059,78,0.0%,0.123298
wind,1060,78,0.0%,0.123415
applications,1061,77,0.0%,0.121947
heavy,1062,77,0.0%,0.122062
objects,1063,77,0.0%,0.122177
genetically,1064,77,0.0%,0.122292
producing,1065,77,0.0%,0.122407
cow,1066,77,0.0%,0.122522
economic,1067,77,0.0%,0.122637
experiment,1068,77,0.0%,0.122752
feel,1069,77,0.0%,0.122867
orbit,1070,77,0.0%,0.122982
waste,1071,77,0.0%,0.123097
sex,1072,76,0.0%,0.121612
challenge,1073,76,0.0%,0.121725
reduced,1074,76,0.0%,0.121839
party,1075,76,0.0%,0.121952
quickly,1076,76,0.0%,0.122065
date,1077,76,0.0%,0.122179
everyone,1078,76,0.0%,0.122292
universe,1079,76,0.0%,0.122406
models,1080,76,0.0%,0.122519
presented,1081,76,0.0%,0.122633
rice,1082,76,0.0%,0.122746
dog,1083,76,0.0%,0.122859
generally,1084,76,0.0%,0.122973
studied,1085,76,0.0%,0.123086
nanotechnology,1086,76,0.0%,0.123200
c,1087,75,0.0%,0.121691
consider,1088,75,0.0%,0.121803
port,1089,75,0.0%,0.121915
contracts,1090,75,0.0%,0.122027
resource,1091,75,0.0%,0.122139
urged,1092,75,0.0%,0.122250
skills,1093,75,0.0%,0.122362
indonesia,1094,75,0.0%,0.122474
created,1095,75,0.0%,0.122586
millimetres,1096,75,0.0%,0.122698
processing,1097,75,0.0%,0.122810
eventually,1098,75,0.0%,0.122922
older,1099,75,0.0%,0.123034
staff,1100,75,0.0%,0.123146
double,1101,75,0.0%,0.123258
canberra,1102,75,0.0%,0.123370
questions,1103,75,0.0%,0.123482
radiation,1104,75,0.0%,0.123594
mobile,1105,75,0.0%,0.123706
increases,1106,75,0.0%,0.123818
india,1107,74,0.0%,0.122277
pacific,1108,74,0.0%,0.122388
alternative,1109,74,0.0%,0.122498
detect,1110,74,0.0%,0.122609
ray,1111,74,0.0%,0.122719
testing,1112,74,0.0%,0.122830
michael,1113,74,0.0%,0.122940
bank,1114,74,0.0%,0.123051
condition,1115,74,0.0%,0.123161
satellite,1116,74,0.0%,0.123271
laboratory,1117,74,0.0%,0.123382
remain,1118,74,0.0%,0.123492
rare,1119,74,0.0%,0.123603
planning,1120,74,0.0%,0.123713
hold,1121,74,0.0%,0.123824
game,1122,74,0.0%,0.123934
sleep,1123,74,0.0%,0.124045
conservation,1124,73,0.0%,0.122477
sciences,1125,73,0.0%,0.122586
gone,1126,73,0.0%,0.122695
tough,1127,73,0.0%,0.122804
running,1128,73,0.0%,0.122913
technique,1129,73,0.0%,0.123022
front,1130,73,0.0%,0.123131
infected,1131,73,0.0%,0.123240
carried,1132,73,0.0%,0.123349
engine,1133,72,0.0%,0.121767
senator,1134,72,0.0%,0.121874
healthy,1135,72,0.0%,0.121982
write,1136,72,0.0%,0.122089
communication,1137,72,0.0%,0.122197
nanoparticles,1138,72,0.0%,0.122304
london,1139,72,0.0%,0.122412
seed,1140,72,0.0%,0.122519
weight,1141,72,0.0%,0.122627
worst,1142,72,0.0%,0.122734
risks,1143,72,0.0%,0.122842
method,1144,72,0.0%,0.122949
outside,1145,72,0.0%,0.123057
bone,1146,72,0.0%,0.123164
chinese,1147,72,0.0%,0.123271
citrus,1148,71,0.0%,0.121665
inside,1149,71,0.0%,0.121771
lines,1150,71,0.0%,0.121877
leader,1151,71,0.0%,0.121983
object,1152,71,0.0%,0.122089
complete,1153,71,0.0%,0.122195
possibly,1154,71,0.0%,0.122301
conduct,1155,71,0.0%,0.122407
carry,1156,71,0.0%,0.122513
focus,1157,71,0.0%,0.122619
supplies,1158,71,0.0%,0.122725
vegetable,1159,71,0.0%,0.122831
determine,1160,71,0.0%,0.122937
labour,1161,71,0.0%,0.123043
child,1162,70,0.0%,0.121415
pain,1163,70,0.0%,0.121519
couple,1164,70,0.0%,0.121624
package,1165,70,0.0%,0.121728
dark,1166,70,0.0%,0.121833
break,1167,70,0.0%,0.121937
simple,1168,70,0.0%,0.122042
showing,1169,70,0.0%,0.122146
individuals,1170,70,0.0%,0.122250
eating,1171,70,0.0%,0.122355
families,1172,70,0.0%,0.122459
opportunity,1173,70,0.0%,0.122564
viruses,1174,70,0.0%,0.122668
building,1175,70,0.0%,0.122773
formed,1176,70,0.0%,0.122877
device,1177,70,0.0%,0.122982
white,1178,70,0.0%,0.123086
facing,1179,70,0.0%,0.123191
haven,1180,70,0.0%,0.123295
x,1181,70,0.0%,0.123400
nsw,1182,70,0.0%,0.123504
phone,1183,70,0.0%,0.123609
howard,1184,70,0.0%,0.123713
buyers,1185,69,0.0%,0.122049
evolved,1186,69,0.0%,0.122152
minutes,1187,69,0.0%,0.122255
tree,1188,69,0.0%,0.122358
antarctica,1189,69,0.0%,0.122461
producer,1190,69,0.0%,0.122564
studying,1191,69,0.0%,0.122667
final,1192,69,0.0%,0.122770
fires,1193,69,0.0%,0.122873
seem,1194,69,0.0%,0.122976
fast,1195,69,0.0%,0.123079
him,1196,69,0.0%,0.123182
scale,1197,69,0.0%,0.123285
self,1198,69,0.0%,0.123388
soil,1199,69,0.0%,0.123491
starting,1200,69,0.0%,0.123594
hospital,1201,69,0.0%,0.123697
royal,1202,68,0.0%,0.122006
islands,1203,68,0.0%,0.122107
changing,1204,68,0.0%,0.122209
hour,1205,68,0.0%,0.122310
worked,1206,68,0.0%,0.122412
account,1207,68,0.0%,0.122513
bring,1208,68,0.0%,0.122615
vaile,1209,68,0.0%,0.122716
larry,1210,68,0.0%,0.122818
estimates,1211,68,0.0%,0.122919
includes,1212,68,0.0%,0.123021
approach,1213,68,0.0%,0.123122
molecules,1214,68,0.0%,0.123224
extreme,1215,68,0.0%,0.123325
contain,1216,68,0.0%,0.123427
happened,1217,68,0.0%,0.123528
breast,1218,68,0.0%,0.123630
morning,1219,68,0.0%,0.123731
jobs,1220,68,0.0%,0.123833
software,1221,68,0.0%,0.123934
original,1222,67,0.0%,0.122212
james,1223,67,0.0%,0.122312
faster,1224,67,0.0%,0.122412
senate,1225,67,0.0%,0.122512
proposal,1226,67,0.0%,0.122612
depression,1227,67,0.0%,0.122712
critical,1228,67,0.0%,0.122812
import,1229,67,0.0%,0.122912
happen,1230,67,0.0%,0.123012
killed,1231,67,0.0%,0.123112
factors,1232,67,0.0%,0.123212
normally,1233,67,0.0%,0.123312
warning,1234,67,0.0%,0.123412
sent,1235,67,0.0%,0.123512
ship,1236,67,0.0%,0.123612
rules,1237,67,0.0%,0.123712
british,1238,67,0.0%,0.123812
brown,1239,67,0.0%,0.123912
senior,1240,67,0.0%,0.124012
gravity,1241,66,0.0%,0.122259
illegal,1242,66,0.0%,0.122358
deg,1243,66,0.0%,0.122456
snowy,1244,66,0.0%,0.122555
innovation,1245,66,0.0%,0.122654
mental,1246,66,0.0%,0.122752
antarctic,1247,66,0.0%,0.122851
resistance,1248,66,0.0%,0.122949
forecast,1249,66,0.0%,0.123048
training,1250,66,0.0%,0.123146
receive,1251,66,0.0%,0.123245
slow,1252,66,0.0%,0.123343
patterns,1253,66,0.0%,0.123442
powerful,1254,66,0.0%,0.123540
design,1255,66,0.0%,0.123639
materials,1256,66,0.0%,0.123737
games,1257,66,0.0%,0.123836
stations,1258,66,0.0%,0.123934
profit,1259,66,0.0%,0.124033
difference,1260,66,0.0%,0.124131
obviously,1261,66,0.0%,0.124230
detected,1262,65,0.0%,0.122445
fresh,1263,65,0.0%,0.122542
breeding,1264,65,0.0%,0.122639
canada,1265,65,0.0%,0.122736
confidence,1266,65,0.0%,0.122833
extremely,1267,65,0.0%,0.122930
offered,1268,65,0.0%,0.123027
uses,1269,65,0.0%,0.123124
reason,1270,65,0.0%,0.123221
confident,1271,65,0.0%,0.123318
lived,1272,65,0.0%,0.123415
sexual,1273,65,0.0%,0.123512
mammals,1274,65,0.0%,0.123609
tend,1275,65,0.0%,0.123706
sensors,1276,65,0.0%,0.123803
stress,1277,65,0.0%,0.123900
america,1278,65,0.0%,0.123997
college,1279,65,0.0%,0.124094
tissue,1280,65,0.0%,0.124191
bigger,1281,64,0.0%,0.122376
colour,1282,64,0.0%,0.122471
standard,1283,64,0.0%,0.122567
boost,1284,64,0.0%,0.122662
movement,1285,64,0.0%,0.122758
putting,1286,64,0.0%,0.122854
wide,1287,64,0.0%,0.122949
raised,1288,64,0.0%,0.123045
awi,1289,64,0.0%,0.123140
effective,1290,64,0.0%,0.123236
brisbane,1291,64,0.0%,0.123331
basically,1292,64,0.0%,0.123427
shipment,1293,64,0.0%,0.123522
rail,1294,64,0.0%,0.123618
apple,1295,64,0.0%,0.123713
protection,1296,64,0.0%,0.123809
dinosaurs,1297,64,0.0%,0.123904
lose,1298,64,0.0%,0.124000
language,1299,64,0.0%,0.124095
measures,1300,64,0.0%,0.124191
sperm,1301,64,0.0%,0.124286
save,1302,64,0.0%,0.124382
nine,1303,64,0.0%,0.124478
oxygen,1304,64,0.0%,0.124573
occur,1305,64,0.0%,0.124669
conducted,1306,63,0.0%,0.122815
horse,1307,63,0.0%,0.122909
buying,1308,63,0.0%,0.123003
analysed,1309,63,0.0%,0.123097
brought,1310,63,0.0%,0.123191
banana,1311,63,0.0%,0.123285
leave,1312,63,0.0%,0.123379
fossils,1313,63,0.0%,0.123473
website,1314,63,0.0%,0.123567
picture,1315,63,0.0%,0.123661
following,1316,63,0.0%,0.123755
mid,1317,63,0.0%,0.123849
processors,1318,63,0.0%,0.123943
roads,1319,63,0.0%,0.124037
shuttle,1320,63,0.0%,0.124131
indigenous,1321,63,0.0%,0.124225
helping,1322,63,0.0%,0.124319
closer,1323,63,0.0%,0.124413
car,1324,63,0.0%,0.124507
efficient,1325,63,0.0%,0.124601
words,1326,63,0.0%,0.124695
function,1327,62,0.0%,0.122809
clearly,1328,62,0.0%,0.122901
magnetic,1329,62,0.0%,0.122994
nationals,1330,62,0.0%,0.123086
let,1331,62,0.0%,0.123179
reaction,1332,62,0.0%,0.123271
allowed,1333,62,0.0%,0.123364
introduced,1334,62,0.0%,0.123457
horses,1335,62,0.0%,0.123549
patient,1336,62,0.0%,0.123642
atmospheric,1337,62,0.0%,0.123734
signs,1338,62,0.0%,0.123827
woman,1339,62,0.0%,0.123919
stocks,1340,62,0.0%,0.124012
june,1341,62,0.0%,0.124104
identify,1342,62,0.0%,0.124197
hundred,1343,62,0.0%,0.124289
dioxide,1344,62,0.0%,0.124382
points,1345,61,0.0%,0.122467
media,1346,61,0.0%,0.122558
paul,1347,61,0.0%,0.122649
infection,1348,61,0.0%,0.122740
sometimes,1349,61,0.0%,0.122831
release,1350,61,0.0%,0.122922
documents,1351,61,0.0%,0.123013
failed,1352,61,0.0%,0.123104
symptoms,1353,61,0.0%,0.123195
methane,1354,61,0.0%,0.123286
measure,1355,61,0.0%,0.123377
clean,1356,61,0.0%,0.123469
police,1357,61,0.0%,0.123560
rejected,1358,61,0.0%,0.123651
opposition,1359,60,0.0%,0.121713
wake,1360,60,0.0%,0.121803
capacity,1361,60,0.0%,0.121892
york,1362,60,0.0%,0.121982
heard,1363,60,0.0%,0.122071
hoping,1364,60,0.0%,0.122161
agreed,1365,60,0.0%,0.122250
de,1366,60,0.0%,0.122340
return,1367,60,0.0%,0.122430
possibility,1368,60,0.0%,0.122519
labor,1369,60,0.0%,0.122609
seeing,1370,60,0.0%,0.122698
attention,1371,60,0.0%,0.122788
vote,1372,60,0.0%,0.122877
vaccine,1373,59,0.0%,0.120918
methods,1374,59,0.0%,0.121006
electricity,1375,59,0.0%,0.121094
waves,1376,59,0.0%,0.121182
basis,1377,59,0.0%,0.121270
driving,1378,59,0.0%,0.121358
began,1379,59,0.0%,0.121446
included,1380,59,0.0%,0.121534
insects,1381,59,0.0%,0.121622
broken,1382,59,0.0%,0.121710
unusual,1383,59,0.0%,0.121798
neanderthals,1384,59,0.0%,0.121886
technologies,1385,59,0.0%,0.121974
stay,1386,59,0.0%,0.122062
hear,1387,59,0.0%,0.122150
abattoir,1388,59,0.0%,0.122239
participants,1389,59,0.0%,0.122327
rights,1390,59,0.0%,0.122415
authors,1391,59,0.0%,0.122503
businesses,1392,59,0.0%,0.122591
flying,1393,59,0.0%,0.122679
advantage,1394,59,0.0%,0.122767
signals,1395,59,0.0%,0.122855
occurred,1396,59,0.0%,0.122943
applied,1397,59,0.0%,0.123031
union,1398,59,0.0%,0.123119
memory,1399,59,0.0%,0.123207
reach,1400,59,0.0%,0.123295
decade,1401,59,0.0%,0.123383
flows,1402,59,0.0%,0.123471
contract,1403,59,0.0%,0.123560
gets,1404,58,0.0%,0.121552
levy,1405,58,0.0%,0.121638
recorded,1406,58,0.0%,0.121725
becoming,1407,58,0.0%,0.121812
july,1408,58,0.0%,0.121898
players,1409,58,0.0%,0.121985
everything,1410,58,0.0%,0.122071
seasonal,1411,58,0.0%,0.122158
improved,1412,58,0.0%,0.122245
hectares,1413,58,0.0%,0.122331
flight,1414,58,0.0%,0.122418
worldwide,1415,58,0.0%,0.122504
estimated,1416,58,0.0%,0.122591
clouds,1417,58,0.0%,0.122677
investigate,1418,58,0.0%,0.122764
brains,1419,58,0.0%,0.122851
venus,1420,58,0.0%,0.122937
horticulture,1421,58,0.0%,0.123024
decades,1422,58,0.0%,0.123110
became,1423,58,0.0%,0.123197
send,1424,58,0.0%,0.123283
named,1425,58,0.0%,0.123370
grapes,1426,58,0.0%,0.123457
residents,1427,58,0.0%,0.123543
lives,1428,57,0.0%,0.121498
fairly,1429,57,0.0%,0.121583
choice,1430,57,0.0%,0.121668
populations,1431,57,0.0%,0.121753
losses,1432,57,0.0%,0.121839
estimate,1433,57,0.0%,0.121924
assistant,1434,57,0.0%,0.122009
exactly,1435,57,0.0%,0.122094
corn,1436,57,0.0%,0.122179
explains,1437,57,0.0%,0.122264
details,1438,57,0.0%,0.122349
barley,1439,57,0.0%,0.122434
factor,1440,57,0.0%,0.122519
hay,1441,57,0.0%,0.122604
operation,1442,57,0.0%,0.122689
coal,1443,57,0.0%,0.122774
answer,1444,57,0.0%,0.122859
storm,1445,57,0.0%,0.122945
nothing,1446,57,0.0%,0.123030
pigs,1447,56,0.0%,0.120955
education,1448,56,0.0%,0.121038
recognise,1449,56,0.0%,0.121122
rest,1450,56,0.0%,0.121206
talk,1451,56,0.0%,0.121289
mike,1452,56,0.0%,0.121373
isn,1453,56,0.0%,0.121456
order,1454,56,0.0%,0.121540
officer,1455,56,0.0%,0.121624
saturn,1456,56,0.0%,0.121707
funded,1457,56,0.0%,0.121791
fund,1458,56,0.0%,0.121874
core,1459,56,0.0%,0.121958
center,1460,56,0.0%,0.122042
base,1461,56,0.0%,0.122125
continues,1462,56,0.0%,0.122209
payments,1463,56,0.0%,0.122292
richard,1464,56,0.0%,0.122376
bid,1465,56,0.0%,0.122459
winds,1466,56,0.0%,0.122543
highest,1467,56,0.0%,0.122627
whales,1468,56,0.0%,0.122710
learn,1469,56,0.0%,0.122794
chris,1470,56,0.0%,0.122877
practice,1471,55,0.0%,0.120765
frost,1472,55,0.0%,0.120847
managed,1473,55,0.0%,0.120929
completely,1474,55,0.0%,0.121012
win,1475,55,0.0%,0.121094
timber,1476,55,0.0%,0.121176
influence,1477,55,0.0%,0.121258
status,1478,55,0.0%,0.121340
bush,1479,55,0.0%,0.121422
pick,1480,55,0.0%,0.121504
outlook,1481,55,0.0%,0.121586
various,1482,55,0.0%,0.121668
catch,1483,55,0.0%,0.121750
weed,1484,55,0.0%,0.121833
darling,1485,55,0.0%,0.121915
ozone,1486,55,0.0%,0.121997
name,1487,55,0.0%,0.122079
performance,1488,55,0.0%,0.122161
legislation,1489,54,0.0%,0.120020
king,1490,54,0.0%,0.120101
contribute,1491,54,0.0%,0.120182
shortages,1492,54,0.0%,0.120262
award,1493,54,0.0%,0.120343
bones,1494,54,0.0%,0.120423
met,1495,54,0.0%,0.120504
knowledge,1496,54,0.0%,0.120585
industrial,1497,54,0.0%,0.120665
student,1498,54,0.0%,0.120746
embryos,1499,54,0.0%,0.120826
safe,1500,54,0.0%,0.120907
round,1501,54,0.0%,0.120988
sensitive,1502,54,0.0%,0.121068
blue,1503,54,0.0%,0.121149
decisions,1504,54,0.0%,0.121229
standards,1505,54,0.0%,0.121310
efforts,1506,54,0.0%,0.121391
mixed,1507,54,0.0%,0.121471
turned,1508,54,0.0%,0.121552
ongoing,1509,54,0.0%,0.121633
unlikely,1510,54,0.0%,0.121713
liquid,1511,54,0.0%,0.121794
passed,1512,54,0.0%,0.121874
unique,1513,54,0.0%,0.121955
series,1514,54,0.0%,0.122036
waters,1515,53,0.0%,0.119855
draft,1516,53,0.0%,0.119934
warm,1517,53,0.0%,0.120013
lamb,1518,53,0.0%,0.120092
hill,1519,53,0.0%,0.120171
video,1520,53,0.0%,0.120250
falls,1521,53,0.0%,0.120329
add,1522,53,0.0%,0.120409
reef,1523,53,0.0%,0.120488
travel,1524,53,0.0%,0.120567
implications,1525,53,0.0%,0.120646
physical,1526,53,0.0%,0.120725
income,1527,53,0.0%,0.120804
cross,1528,53,0.0%,0.120883
graziers,1529,53,0.0%,0.120962
sign,1530,53,0.0%,0.121041
amounts,1531,53,0.0%,0.121121
forms,1532,53,0.0%,0.121200
smith,1533,53,0.0%,0.121279
egg,1534,53,0.0%,0.121358
content,1535,53,0.0%,0.121437
modified,1536,53,0.0%,0.121516
spending,1537,53,0.0%,0.121595
traffic,1538,53,0.0%,0.121674
cloud,1539,53,0.0%,0.121753
hydro,1540,53,0.0%,0.121833
experiments,1541,53,0.0%,0.121912
reducing,1542,53,0.0%,0.121991
happy,1543,53,0.0%,0.122070
active,1544,53,0.0%,0.122149
french,1545,53,0.0%,0.122228
coffee,1546,52,0.0%,0.120000
australians,1547,52,0.0%,0.120077
leaves,1548,52,0.0%,0.120155
teeth,1549,52,0.0%,0.120232
dam,1550,52,0.0%,0.120310
seeds,1551,52,0.0%,0.120388
features,1552,52,0.0%,0.120465
consumer,1553,52,0.0%,0.120543
devices,1554,52,0.0%,0.120620
target,1555,52,0.0%,0.120698
april,1556,52,0.0%,0.120776
physics,1557,52,0.0%,0.120853
